time,x,y,z
0.0,0.06549565134151605,-0.03827612136686595,9.899939553308828
0.02002002002002002,-0.050975764114698265,0.04571555016541711,9.762007143064778
0.04004004004004004,-0.02237612264153793,0.038206335916783817,9.873564928982043
0.06006006006006006,0.06592155108799794,-0.024126533810494233,9.804180968178779
0.08008008008008008,0.07304670924706669,-0.03762509858140139,9.728361715549388
0.10010010010010009,-0.08876742739405966,-0.0014925856943616457,9.828860238242223
0.12012012012012012,0.004497290023700939,0.13369792788937185,9.743415791307282
0.14014014014014015,0.08020215168507117,0.1212025013376552,9.7428608006042
0.16016016016016016,-0.03747215365577649,-0.19571089690542642,9.822657437016963
0.18018018018018017,0.035349535314843306,-0.03218161540733513,9.881126245042344
0.20020020020020018,-0.01502185873125356,0.10832874398388403,9.794541890706293
0.22022022022022023,-0.1169508825454862,0.10275503479108267,9.780998229813344
0.24024024024024024,-0.03152045137788944,-0.041525900195460826,9.790038523599533
0.2602602602602603,0.14190815660766185,-0.10208425393643768,9.7775982808256
0.2802802802802803,0.09131344944909105,0.01088128179518394,9.77378017910637
0.3003003003003003,-0.03106484157009741,0.06594350285299974,9.818128495640739
0.3203203203203203,-0.0058447889956753755,-0.0408032786126005,9.85097283114851
0.34034034034034033,-0.04665317962165674,-0.14128777368870624,9.824201273208079
0.36036036036036034,0.004553266443302595,0.02268360014329281,9.787689795068921
0.38038038038038036,0.006533261558039726,-0.04701797676967113,9.879026582774344
0.40040040040040037,0.12927512487203724,0.024281645117343497,9.777269327463978
0.42042042042042044,0.06172694098977129,-0.011256405217419708,9.720529657498359
0.44044044044044045,0.06544662948090657,0.11289410265227591,9.784807603794622
0.46046046046046046,-0.0493296357062248,-0.0084183045939302,9.860512827193396
0.4804804804804805,-0.07766143662380587,0.09314765103392357,9.742617554617494
0.5005005005005005,0.19667234105977663,0.24122317697861562,9.75567614387172
0.5205205205205206,-0.0718908553999178,-0.06857647804626407,9.779351048968307
0.5405405405405406,-0.011921519601601413,-0.022992202028687066,9.770211949270317
0.5605605605605606,0.1194481834008992,0.05461799892221773,9.834882876542425
0.5805805805805806,0.020171756792950343,0.17173862535032988,9.790700319127584
0.6006006006006006,0.03984285248899068,0.17844568593388807,9.788360248599018
0.6206206206206206,-0.01099093320608333,-0.04663335911039389,9.84336238416015
0.6406406406406406,-0.24996210266555977,0.04846218515868313,9.783641731696864
0.6606606606606606,0.056506543678918275,0.08922490425164302,9.75541976085892
0.6806806806806807,-0.09143659841654472,0.07387977394207063,9.813971796658782
0.7007007007007007,0.04623878206174828,-0.0922985928440665,9.831029781235927
0.7207207207207207,0.058629062127874755,-0.006465568158160223,9.832229924820513
0.7407407407407407,-0.15051564978533122,-0.19355134040472816,9.743778757223536
0.7607607607607607,0.08749816657756095,0.20642844497470156,9.820399936243927
0.7807807807807807,0.01575276027275317,-0.027567212369042776,9.718095444984618
0.8008008008008007,0.1759973519448094,-0.10367427267354186,9.777329213876312
